Timestamp,Voltage (V),Current (mA),Power (mW),Anomaly
2025-11-10 10:26:54.023146,12.076425949821413,455.37510501279337,5.428179638122917,0
2025-11-10 10:29:27.023146,11.92755312861001,442.61083766853227,5.556446362973065,0
2025-11-10 10:32:42.023146,11.959431096346847,446.07407465153835,5.365688565083375,0
2025-11-10 10:26:59.023146,12.024019217766831,483.4945479298997,5.717948474435917,0
2025-11-10 10:37:40.023146,12.016437777150653,451.3259197363489,4.999252002715866,0
2025-11-10 10:35:27.023146,12.37748972761089,454.24447938192634,5.707845994305338,0
2025-11-10 10:32:25.023146,11.79421819607732,455.5696252157904,5.222191642357358,0
2025-11-10 10:30:55.023146,12.075419603328838,457.81534421328297,5.36380627467532,0
2025-11-10 10:28:06.023146,12.199551093802068,433.0942842325343,5.472254305185015,0
2025-11-10 10:32:31.023146,11.988555271606092,471.8003752861517,5.524882616848852,0
2025-11-10 10:32:57.023146,12.351419178441637,496.0600316155005,5.960539914638219,0
2025-11-10 10:36:37.023146,11.779095679562097,424.8511571465179,5.319342606179712,0
2025-11-10 10:31:29.023146,12.474591650974952,454.7366836596298,5.855052045557785,0
2025-11-10 10:45:37.023146,12.934875111072007,814.8692695046464,10.540232232893077,1
2025-11-10 10:40:15.023146,12.128106360898087,458.7313128256255,5.72253466297998,0
2025-11-10 10:39:13.023146,11.838745440526472,432.79172034793663,4.988458951454713,0
2025-11-10 10:45:26.023146,12.743739276125208,739.2441993605769,9.420735338039115,1
2025-11-10 10:34:46.023146,12.277132907109829,454.150648721875,5.7027573518424814,0
2025-11-10 10:36:24.023146,12.06662539317308,446.4656440734683,5.055683622016635,0
2025-11-10 10:30:19.023146,12.145450162971434,483.271828100015,5.842438664588006,0
2025-11-10 10:30:56.023146,12.002767378056346,444.9292011610646,5.231679760342107,0
2025-11-10 10:29:22.023146,12.042569744080351,452.62209418168976,5.399073124500843,0
2025-11-10 10:37:27.023146,12.069136497415105,463.2171286396549,5.7969622634556845,0
2025-11-10 10:37:49.023146,12.046948230495376,432.6774804383004,5.249446689023651,0
2025-11-10 10:39:35.023146,11.854280671577667,432.50049621229056,5.439752495770594,0
2025-11-10 10:41:08.023146,12.069675378697095,459.6292664364315,5.360173359144776,0
2025-11-10 10:42:52.023146,11.956530729393096,449.55326714958875,4.825052994175125,0
2025-11-10 10:44:34.023146,12.49731689801058,1015.9975132999205,12.697242891299824,1
2025-11-10 10:45:06.023146,12.3952718486562,1131.393605557703,14.023931308719035,1
2025-11-10 10:40:27.023146,11.865876983053566,464.0149752036954,6.011314128282758,0
2025-11-10 10:34:33.023146,11.997059304526696,450.5227782972795,5.402087096659108,0
2025-11-10 10:35:57.023146,11.664589092526064,445.6016115196042,5.279142054143879,0
2025-11-10 10:37:02.023146,12.354522049263,417.1760311191182,5.188990279750393,0
2025-11-10 10:44:57.023146,12.02463258248389,1018.2259212961098,12.24379258954688,1
2025-11-10 10:45:49.023146,12.51969882222751,792.4497243546917,9.921231880677947,1
2025-11-10 10:27:30.023146,12.102040318903867,441.3970554203691,5.2865500835586445,0
2025-11-10 10:27:40.023146,12.057144339489017,424.5709303112143,5.156725715153049,0
2025-11-10 10:30:17.023146,12.158753420832847,443.01530125858153,5.4185928852485015,0
2025-11-10 10:44:45.023146,12.19206810335701,921.1955903470805,11.231279374023773,1
2025-11-10 10:46:11.023146,2.901692226971467,10.824567709505502,0.031409563982998455,1
2025-11-10 10:46:00.023146,12.429281669331878,731.7410384061599,9.095015475359556,1
2025-11-10 10:44:06.023146,6.70971035119712,591.9115242926293,3.97155488153912,1
2025-11-10 10:28:40.023146,12.08671598898164,455.0479914144838,5.4378553320757534,0
2025-11-10 10:34:00.023146,11.93768314690952,454.72402037159253,5.138733264238502,0
2025-11-10 10:31:02.023146,12.304619099389745,434.5841265311521,5.319631727233002,0
